id,subject,session,subses,age_months,speaker,canon,form,gloss,relation,rm,position,preference,request,intent,repair,interact,report,pcg_utts,chi_utts,PtoC,mean_PtoC,sd_PtoC,sd1_include,sd2_include,low_PtoC,logPtoC,mean_logPtoC,sd_logPtoC,sd1_loginclude,sd2_loginclude,low_logPtoC,ses_gest
10290700651,29,7,297,37.81,CHI,canonical,pug,invest,rf,NA,1,NA,NA,1,NA,NA,NA,1381,1020,1.353921568627451,1.425524635245515,0.8495822681678706,TRUE,TRUE,FALSE,0.30300524713097543,0.15401919385375457,0.7006273399432608,TRUE,TRUE,FALSE,12
10290700714,29,7,297,37.81,CHI,canonical,pug,disinvest_1,rf,p,2,1,2,2,NA,NA,NA,1381,1020,1.353921568627451,1.425524635245515,0.8495822681678706,TRUE,TRUE,FALSE,0.30300524713097543,0.15401919385375457,0.7006273399432608,TRUE,TRUE,FALSE,12
10290700806,29,7,297,37.81,CHI,non-canonical,pug,disalign,add,l,2,2,2,2,NA,NA,NA,1381,1020,1.353921568627451,1.425524635245515,0.8495822681678706,TRUE,TRUE,FALSE,0.30300524713097543,0.15401919385375457,0.7006273399432608,TRUE,TRUE,FALSE,12
10290700890,29,7,297,37.81,CHI,canonical,pug,disinvest_0,sub,NA,2,3,2,2,NA,NA,NA,1381,1020,1.353921568627451,1.425524635245515,0.8495822681678706,TRUE,TRUE,FALSE,0.30300524713097543,0.15401919385375457,0.7006273399432608,TRUE,TRUE,FALSE,12
10290700983,29,7,297,37.81,CHI,canonical,pug,invest,add,NA,1,NA,NA,1,NA,NA,NA,1381,1020,1.353921568627451,1.425524635245515,0.8495822681678706,TRUE,TRUE,FALSE,0.30300524713097543,0.15401919385375457,0.7006273399432608,TRUE,TRUE,FALSE,12
10290701165,29,7,297,37.81,CHI,canonical,pug,invest,add,NA,1,NA,NA,1,NA,NA,NA,1381,1020,1.353921568627451,1.425524635245515,0.8495822681678706,TRUE,TRUE,FALSE,0.30300524713097543,0.15401919385375457,0.7006273399432608,TRUE,TRUE,FALSE,12
10290701180,29,7,297,37.81,CHI,canonical,pug,invest,add,NA,1,NA,NA,1,NA,NA,NA,1381,1020,1.353921568627451,1.425524635245515,0.8495822681678706,TRUE,TRUE,FALSE,0.30300524713097543,0.15401919385375457,0.7006273399432608,TRUE,TRUE,FALSE,12
10290701188,29,7,297,37.81,CHI,canonical,pug,disalign,rf,NA,2,2,1,1,NA,NA,NA,1381,1020,1.353921568627451,1.425524635245515,0.8495822681678706,TRUE,TRUE,FALSE,0.30300524713097543,0.15401919385375457,0.7006273399432608,TRUE,TRUE,FALSE,12
10290701269,29,7,297,37.81,CHI,non-canonical,pug,disinvest_1,rf,p,1,NA,1,1,1,NA,NA,1381,1020,1.353921568627451,1.425524635245515,0.8495822681678706,TRUE,TRUE,FALSE,0.30300524713097543,0.15401919385375457,0.7006273399432608,TRUE,TRUE,FALSE,12
10290800475,29,8,298,41.71,CHI,non-canonical,pug,disinvest_0,rf,l,1,NA,3,1,NA,NA,NA,1460,931,1.5682062298603652,1.3155705697468587,0.5523594643704661,TRUE,TRUE,FALSE,0.449932437425315,0.16317573674547856,0.5317601102691596,TRUE,TRUE,FALSE,6
10290800662,29,8,298,41.71,CHI,canonical,pug,disinvest_2,sub,NA,2,1,NA,1,NA,NA,NA,1460,931,1.5682062298603652,1.3155705697468587,0.5523594643704661,TRUE,TRUE,FALSE,0.449932437425315,0.16317573674547856,0.5317601102691596,TRUE,TRUE,FALSE,6
10290800913,29,8,298,41.71,CHI,non-canonical,pug,disinvest_1,rf,lp,1,NA,1,1,NA,NA,NA,1460,931,1.5682062298603652,1.3155705697468587,0.5523594643704661,TRUE,TRUE,FALSE,0.449932437425315,0.16317573674547856,0.5317601102691596,TRUE,TRUE,FALSE,6
10290800916,29,8,298,41.71,CHI,non-canonical,pug+beat,invest,rf,NA,1,NA,3,1,NA,NA,NA,1460,931,1.5682062298603652,1.3155705697468587,0.5523594643704661,TRUE,TRUE,FALSE,0.449932437425315,0.16317573674547856,0.5317601102691596,TRUE,TRUE,FALSE,6
10290801143,29,8,298,41.71,CHI,non-canonical,pug,disinvest_0,sub,NA,2,3,1,2,NA,NA,NA,1460,931,1.5682062298603652,1.3155705697468587,0.5523594643704661,TRUE,TRUE,FALSE,0.449932437425315,0.16317573674547856,0.5317601102691596,TRUE,TRUE,FALSE,6
10290802124,29,8,298,41.71,CHI,non-canonical,pug,invest,add,NA,1,NA,3,1,NA,NA,NA,1460,931,1.5682062298603652,1.3155705697468587,0.5523594643704661,TRUE,TRUE,FALSE,0.449932437425315,0.16317573674547856,0.5317601102691596,TRUE,TRUE,FALSE,6
10290900001,29,9,299,46.03,CHI,non-canonical,pug,invest,add,NA,0,NA,NA,NA,NA,NA,NA,1199,1103,1.087035358114234,1.5252076458741353,1.378267650588973,TRUE,TRUE,FALSE,0.08345413577401188,0.0799158402284643,0.971772533281204,TRUE,TRUE,FALSE,3
10290901184,29,9,299,46.03,CHI,NA,point,turn_1,rf,l,1,NA,3,1,NA,1,NA,1199,1103,1.087035358114234,1.5252076458741353,1.378267650588973,TRUE,TRUE,FALSE,0.08345413577401188,0.0799158402284643,0.971772533281204,TRUE,TRUE,FALSE,3
10290901954,29,9,299,46.03,CHI,non-canonical,pug,invest,rf,NA,1,NA,NA,1,NA,NA,NA,1199,1103,1.087035358114234,1.5252076458741353,1.378267650588973,TRUE,TRUE,FALSE,0.08345413577401188,0.0799158402284643,0.971772533281204,TRUE,TRUE,FALSE,3
10291000658,29,10,2910,50.39,CHI,canonical,pug,invest,add,NA,1,NA,NA,3,NA,NA,NA,1534,1091,1.4060494958753438,1.2196342244446503,0.7478601883736877,TRUE,TRUE,FALSE,0.34078399609413074,-0.10169429980060705,0.9975354355478108,TRUE,TRUE,FALSE,19
10291000806,29,10,2910,50.39,CHI,non-canonical,pug,disalign,sub,NA,2,2,3,2,NA,NA,NA,1534,1091,1.4060494958753438,1.2196342244446503,0.7478601883736877,TRUE,TRUE,FALSE,0.34078399609413074,-0.10169429980060705,0.9975354355478108,TRUE,TRUE,FALSE,19
10291001193,29,10,2910,50.39,CHI,non-canonical,pug,disalign,rf,NA,2,2,3,1,NA,NA,NA,1534,1091,1.4060494958753438,1.2196342244446503,0.7478601883736877,TRUE,TRUE,FALSE,0.34078399609413074,-0.10169429980060705,0.9975354355478108,TRUE,TRUE,FALSE,19
10291001195,29,10,2910,50.39,CHI,non-canonical,pug,disalign,rf,NA,2,2,NA,1,NA,NA,NA,1534,1091,1.4060494958753438,1.2196342244446503,0.7478601883736877,TRUE,TRUE,FALSE,0.34078399609413074,-0.10169429980060705,0.9975354355478108,TRUE,TRUE,FALSE,19
10291001279,29,10,2910,50.39,CHI,non-canonical,pug,align,rf,lp,1,NA,1,1,NA,NA,NA,1534,1091,1.4060494958753438,1.2196342244446503,0.7478601883736877,TRUE,TRUE,FALSE,0.34078399609413074,-0.10169429980060705,0.9975354355478108,TRUE,TRUE,FALSE,19
10291001672,29,10,2910,50.39,CHI,canonical,pug,disinvest_0,sub,NA,2,3,2,3,NA,NA,NA,1534,1091,1.4060494958753438,1.2196342244446503,0.7478601883736877,TRUE,TRUE,FALSE,0.34078399609413074,-0.10169429980060705,0.9975354355478108,TRUE,TRUE,FALSE,19
10291002051,29,10,2910,50.39,CHI,canonical,pug+shake,disinvest_0,rf,l,2,3,2,2,NA,NA,NA,1534,1091,1.4060494958753438,1.2196342244446503,0.7478601883736877,TRUE,TRUE,FALSE,0.34078399609413074,-0.10169429980060705,0.9975354355478108,TRUE,TRUE,FALSE,19
10291002068,29,10,2910,50.39,CHI,canonical,pug,disinvest_0,rf,l,2,3,2,3,NA,NA,NA,1534,1091,1.4060494958753438,1.2196342244446503,0.7478601883736877,TRUE,TRUE,FALSE,0.34078399609413074,-0.10169429980060705,0.9975354355478108,TRUE,TRUE,FALSE,19
10291002333,29,10,2910,50.39,CHI,non-canonical,pug,invest,add,NA,1,NA,3,1,NA,NA,NA,1534,1091,1.4060494958753438,1.2196342244446503,0.7478601883736877,TRUE,TRUE,FALSE,0.34078399609413074,-0.10169429980060705,0.9975354355478108,TRUE,TRUE,FALSE,19
10291002349,29,10,2910,50.39,CHI,canonical,pug,disinvest_0,rf,l,2,3,2,1,NA,NA,NA,1534,1091,1.4060494958753438,1.2196342244446503,0.7478601883736877,TRUE,TRUE,FALSE,0.34078399609413074,-0.10169429980060705,0.9975354355478108,TRUE,TRUE,FALSE,19
10291002521,29,10,2910,50.39,CHI,non-canonical,pug,align,rf,NA,2,1,1,3,NA,NA,NA,1534,1091,1.4060494958753438,1.2196342244446503,0.7478601883736877,TRUE,TRUE,FALSE,0.34078399609413074,-0.10169429980060705,0.9975354355478108,TRUE,TRUE,FALSE,19
10291002526,29,10,2910,50.39,CHI,non-canonical,pug,invest,add,NA,1,NA,NA,3,NA,NA,NA,1534,1091,1.4060494958753438,1.2196342244446503,0.7478601883736877,TRUE,TRUE,FALSE,0.34078399609413074,-0.10169429980060705,0.9975354355478108,TRUE,TRUE,FALSE,19
10291002616,29,10,2910,50.39,CHI,non-canonical,pug,disalign,rf,NA,1,NA,3,1,NA,NA,NA,1534,1091,1.4060494958753438,1.2196342244446503,0.7478601883736877,TRUE,TRUE,FALSE,0.34078399609413074,-0.10169429980060705,0.9975354355478108,TRUE,TRUE,FALSE,19
10291002641,29,10,2910,50.39,CHI,non-canonical,pug,disalign,add,NA,1,NA,NA,2,NA,NA,NA,1534,1091,1.4060494958753438,1.2196342244446503,0.7478601883736877,TRUE,TRUE,FALSE,0.34078399609413074,-0.10169429980060705,0.9975354355478108,TRUE,TRUE,FALSE,19
10291100601,29,11,2911,55.26,CHI,non-canonical,pug,turn_1,rf,lp,1,NA,3,2,NA,1,NA,0,697,0,1.2656012267188674,0.9821963318823027,FALSE,TRUE,TRUE,NA,-0.10041599105410166,1.1763644779399764,FALSE,FALSE,TRUE,1
10330400539,33,4,334,25.65,CHI,canonical,pug,invest,add,NA,1,NA,NA,1,NA,1,NA,934,584,1.5993150684931507,1.9617046520534007,1.1976932068042234,TRUE,TRUE,FALSE,0.4695754554006156,0.4854144257707947,0.6711767096826904,TRUE,TRUE,FALSE,2
10330401169,33,4,334,25.65,CHI,non-canonical,pug,disinvest_0,rf,l,3,NA,NA,2,NA,NA,NA,934,584,1.5993150684931507,1.9617046520534007,1.1976932068042234,TRUE,TRUE,FALSE,0.4695754554006156,0.4854144257707947,0.6711767096826904,TRUE,TRUE,FALSE,2
10330600032,33,6,336,33.9,CHI,non-canonical,pug,disalign,rf,NA,2,2,3,2,NA,NA,NA,614,572,1.0734265734265733,1.2754599135695006,0.6735547886080436,TRUE,TRUE,FALSE,0.07085593676734447,0.08756462112176665,0.6225686890400608,TRUE,TRUE,FALSE,1
10330700268,33,7,337,38.1,CHI,non-canonical,shrug,disinvest_0,rf,l,2,3,2,2,NA,NA,NA,509,772,0.6593264248704663,1.425524635245515,0.8495822681678706,TRUE,TRUE,FALSE,-0.4165365334742534,0.15401919385375457,0.7006273399432608,TRUE,TRUE,FALSE,6
10330700288,33,7,337,38.1,CHI,non-canonical,shrug,disinvest_0,sub,NA,2,3,2,2,NA,NA,NA,509,772,0.6593264248704663,1.425524635245515,0.8495822681678706,TRUE,TRUE,FALSE,-0.4165365334742534,0.15401919385375457,0.7006273399432608,TRUE,TRUE,FALSE,6
10330700343,33,7,337,38.1,CHI,non-canonical,shrug,disinvest_0,rf,l,2,3,2,3,NA,NA,NA,509,772,0.6593264248704663,1.425524635245515,0.8495822681678706,TRUE,TRUE,FALSE,-0.4165365334742534,0.15401919385375457,0.7006273399432608,TRUE,TRUE,FALSE,6
10330700901,33,7,337,38.1,CHI,non-canonical,shrug,disinvest_0,rf,lp,1,NA,2,3,NA,NA,NA,509,772,0.6593264248704663,1.425524635245515,0.8495822681678706,TRUE,TRUE,FALSE,-0.4165365334742534,0.15401919385375457,0.7006273399432608,TRUE,TRUE,FALSE,6
10330700911,33,7,337,38.1,CHI,canonical,pug,disinvest_0,rf,lp,9,NA,2,1,NA,NA,NA,509,772,0.6593264248704663,1.425524635245515,0.8495822681678706,TRUE,TRUE,FALSE,-0.4165365334742534,0.15401919385375457,0.7006273399432608,TRUE,TRUE,FALSE,6
10330800182,33,8,338,42.19,CHI,non-canonical,pug,disinvest_1,sub,NA,2,3,2,3,NA,NA,NA,486,506,0.9604743083003953,1.3155705697468587,0.5523594643704661,TRUE,TRUE,FALSE,-0.040328045386971774,0.16317573674547856,0.5317601102691596,TRUE,TRUE,FALSE,5
10330800393,33,8,338,42.19,CHI,non-canonical,pug,invest,add,NA,3,NA,NA,3,NA,NA,NA,486,506,0.9604743083003953,1.3155705697468587,0.5523594643704661,TRUE,TRUE,FALSE,-0.040328045386971774,0.16317573674547856,0.5317601102691596,TRUE,TRUE,FALSE,5
10330800670,33,8,338,42.19,CHI,non-canonical,pug,disalign,rf,NA,2,2,3,1,NA,NA,NA,486,506,0.9604743083003953,1.3155705697468587,0.5523594643704661,TRUE,TRUE,FALSE,-0.040328045386971774,0.16317573674547856,0.5317601102691596,TRUE,TRUE,FALSE,5
10370600134,37,6,376,34.19,CHI,non-canonical,shrug,disalign,add,l,2,2,3,1,NA,NA,NA,684,575,1.1895652173913043,1.2754599135695006,0.6735547886080436,TRUE,TRUE,FALSE,0.17358787682519997,0.08756462112176665,0.6225686890400608,TRUE,TRUE,FALSE,3
10370600331,37,6,376,34.19,CHI,non-canonical,shrug,unclear,NA,NA,0,NA,NA,NA,NA,NA,NA,684,575,1.1895652173913043,1.2754599135695006,0.6735547886080436,TRUE,TRUE,FALSE,0.17358787682519997,0.08756462112176665,0.6225686890400608,TRUE,TRUE,FALSE,3
10370601180,37,6,376,34.19,CHI,non-canonical,pug,invest,add,NA,9,NA,NA,2,NA,NA,NA,684,575,1.1895652173913043,1.2754599135695006,0.6735547886080436,TRUE,TRUE,FALSE,0.17358787682519997,0.08756462112176665,0.6225686890400608,TRUE,TRUE,FALSE,3
10370700427,37,7,377,38.26,CHI,non-canonical,pug,unclear,NA,NA,9,NA,NA,NA,NA,NA,NA,1219,590,2.0661016949152544,1.425524635245515,0.8495822681678706,TRUE,TRUE,FALSE,0.7256635925815065,0.15401919385375457,0.7006273399432608,TRUE,TRUE,FALSE,1
10370800184,37,8,378,42.16,CHI,canonical,pug,invest,add,NA,3,NA,NA,1,NA,NA,NA,240,595,0.40336134453781514,1.3155705697468587,0.5523594643704661,FALSE,TRUE,FALSE,-0.9079224822036385,0.16317573674547856,0.5317601102691596,FALSE,FALSE,FALSE,4
10370800215,37,8,378,42.16,CHI,non-canonical,pug,disalign,rf,NA,2,2,NA,1,NA,NA,NA,240,595,0.40336134453781514,1.3155705697468587,0.5523594643704661,FALSE,TRUE,FALSE,-0.9079224822036385,0.16317573674547856,0.5317601102691596,FALSE,FALSE,FALSE,4
10370800688,37,8,378,42.16,CHI,canonical,pug,unclear,NA,NA,9,NA,NA,NA,NA,NA,NA,240,595,0.40336134453781514,1.3155705697468587,0.5523594643704661,FALSE,TRUE,FALSE,-0.9079224822036385,0.16317573674547856,0.5317601102691596,FALSE,FALSE,FALSE,4
10370800759,37,8,378,42.16,CHI,canonical,pug,disalign,rf,NA,2,2,NA,3,NA,NA,NA,240,595,0.40336134453781514,1.3155705697468587,0.5523594643704661,FALSE,TRUE,FALSE,-0.9079224822036385,0.16317573674547856,0.5317601102691596,FALSE,FALSE,FALSE,4
10370900886,37,9,379,46.58,CHI,non-canonical,shrug,disinvest_0,sub,NA,2,3,2,2,NA,NA,NA,1033,407,2.538083538083538,1.5252076458741353,1.378267650588973,TRUE,TRUE,FALSE,0.9314092836770436,0.0799158402284643,0.971772533281204,TRUE,TRUE,FALSE,1
10371000193,37,10,3710,50.06,CHI,canonical,pug,disinvest_0,sub,NA,2,3,2,2,NA,NA,NA,1199,604,1.9850993377483444,1.2196342244446503,0.7478601883736877,TRUE,TRUE,FALSE,0.6856689570926993,-0.10169429980060705,0.9975354355478108,TRUE,TRUE,FALSE,10
10371000288,37,10,3710,50.06,CHI,canonical,shrug+pug,disinvest_0,sub,NA,2,3,2,2,NA,NA,NA,1199,604,1.9850993377483444,1.2196342244446503,0.7478601883736877,TRUE,TRUE,FALSE,0.6856689570926993,-0.10169429980060705,0.9975354355478108,TRUE,TRUE,FALSE,10
10371000305,37,10,3710,50.06,CHI,canonical,shrug+pug,disinvest_0,sub,NA,2,3,2,2,NA,NA,NA,1199,604,1.9850993377483444,1.2196342244446503,0.7478601883736877,TRUE,TRUE,FALSE,0.6856689570926993,-0.10169429980060705,0.9975354355478108,TRUE,TRUE,FALSE,10
10371000594,37,10,3710,50.06,CHI,canonical,shrug+pug,disinvest_0,sub,NA,2,3,2,2,NA,NA,NA,1199,604,1.9850993377483444,1.2196342244446503,0.7478601883736877,TRUE,TRUE,FALSE,0.6856689570926993,-0.10169429980060705,0.9975354355478108,TRUE,TRUE,FALSE,10
10371000639,37,10,3710,50.06,CHI,non-canonical,shrug,disinvest_0,rf,l,2,3,2,2,NA,NA,NA,1199,604,1.9850993377483444,1.2196342244446503,0.7478601883736877,TRUE,TRUE,FALSE,0.6856689570926993,-0.10169429980060705,0.9975354355478108,TRUE,TRUE,FALSE,10
10371000803,37,10,3710,50.06,CHI,non-canonical,shrug,disinvest_0,sub,NA,2,3,2,2,NA,NA,NA,1199,604,1.9850993377483444,1.2196342244446503,0.7478601883736877,TRUE,TRUE,FALSE,0.6856689570926993,-0.10169429980060705,0.9975354355478108,TRUE,TRUE,FALSE,10
10371000823,37,10,3710,50.06,CHI,non-canonical,shrug,disinvest_0,sub,NA,2,3,2,2,NA,NA,NA,1199,604,1.9850993377483444,1.2196342244446503,0.7478601883736877,TRUE,TRUE,FALSE,0.6856689570926993,-0.10169429980060705,0.9975354355478108,TRUE,TRUE,FALSE,10
10371001219,37,10,3710,50.06,CHI,canonical,pug,disinvest_0,sub,NA,2,3,1,2,NA,NA,NA,1199,604,1.9850993377483444,1.2196342244446503,0.7478601883736877,TRUE,TRUE,FALSE,0.6856689570926993,-0.10169429980060705,0.9975354355478108,TRUE,TRUE,FALSE,10
10371001236,37,10,3710,50.06,CHI,non-canonical,pug,disinvest_0,sub,NA,2,3,3,2,NA,NA,NA,1199,604,1.9850993377483444,1.2196342244446503,0.7478601883736877,TRUE,TRUE,FALSE,0.6856689570926993,-0.10169429980060705,0.9975354355478108,TRUE,TRUE,FALSE,10
10371001371,37,10,3710,50.06,CHI,canonical,pug,disalign,add,NA,2,2,NA,3,NA,NA,NA,1199,604,1.9850993377483444,1.2196342244446503,0.7478601883736877,TRUE,TRUE,FALSE,0.6856689570926993,-0.10169429980060705,0.9975354355478108,TRUE,TRUE,FALSE,10
10420100653,42,1,421,14.29,CHI,canonical,pug,disinvest_2,sub,NA,2,1,2,1,1,NA,NA,714,52,13.73076923076923,13.82135735721812,8.136144509893027,TRUE,TRUE,FALSE,2.619639243758157,2.454410225662334,0.6171732145090959,TRUE,TRUE,FALSE,2
10420100655,42,1,421,14.29,CHI,canonical,pug,disinvest_2,sub,NA,2,1,NA,1,NA,NA,NA,714,52,13.73076923076923,13.82135735721812,8.136144509893027,TRUE,TRUE,FALSE,2.619639243758157,2.454410225662334,0.6171732145090959,TRUE,TRUE,FALSE,2
10420200546,42,2,422,18.13,CHI,canonical,pug,disinvest_0,sub,NA,2,3,2,2,NA,NA,NA,974,118,8.254237288135593,4.952690813677393,2.749176023157577,TRUE,TRUE,FALSE,2.1107266791768704,1.4644247632263987,0.5310197465841973,TRUE,TRUE,FALSE,1
10420300045,42,3,423,22.06,CHI,canonical,pug,disinvest_0,sub,NA,2,3,2,2,NA,NA,NA,1448,367,3.9455040871934606,2.9815695710499353,2.1910853222617264,TRUE,TRUE,FALSE,1.3725767248910914,0.8437884329181519,0.7635262892768346,TRUE,TRUE,FALSE,1
10420400243,42,4,424,26,CHI,non-canonical,pug,invest,sub,NA,2,1,NA,3,NA,1,NA,1686,950,1.7747368421052632,1.9617046520534007,1.1976932068042234,TRUE,TRUE,FALSE,0.5736521539672143,0.4854144257707947,0.6711767096826904,TRUE,TRUE,FALSE,2
10420400550,42,4,424,26,CHI,canonical,pug,unclear,NA,NA,0,NA,NA,NA,NA,NA,NA,1686,950,1.7747368421052632,1.9617046520534007,1.1976932068042234,TRUE,TRUE,FALSE,0.5736521539672143,0.4854144257707947,0.6711767096826904,TRUE,TRUE,FALSE,2
10420500014,42,5,425,30.03,CHI,non-canonical,shrug,disinvest_1,add,NA,1,NA,NA,2,NA,NA,NA,1082,807,1.3407682775712515,2.2181029471766,1.8087829342565866,TRUE,TRUE,FALSE,0.293242791136478,0.5467476282053516,0.7001396660048684,TRUE,TRUE,FALSE,5
10420501042,42,5,425,30.03,CHI,canonical,pug,invest,add,NA,3,NA,NA,3,NA,NA,NA,1082,807,1.3407682775712515,2.2181029471766,1.8087829342565866,TRUE,TRUE,FALSE,0.293242791136478,0.5467476282053516,0.7001396660048684,TRUE,TRUE,FALSE,5
10420501351,42,5,425,30.03,CHI,non-canonical,shrug,unclear,NA,NA,0,NA,NA,NA,NA,NA,NA,1082,807,1.3407682775712515,2.2181029471766,1.8087829342565866,TRUE,TRUE,FALSE,0.293242791136478,0.5467476282053516,0.7001396660048684,TRUE,TRUE,FALSE,5
10420501352,42,5,425,30.03,CHI,non-canonical,shrug,unclear,NA,NA,0,NA,NA,NA,NA,NA,NA,1082,807,1.3407682775712515,2.2181029471766,1.8087829342565866,TRUE,TRUE,FALSE,0.293242791136478,0.5467476282053516,0.7001396660048684,TRUE,TRUE,FALSE,5
10420600027,42,6,426,34.19,CHI,non-canonical,shrug,invest,add,NA,2,1,2,3,1,NA,NA,883,798,1.1065162907268171,1.2754599135695006,0.6735547886080436,TRUE,TRUE,FALSE,0.10121660315415132,0.08756462112176665,0.6225686890400608,TRUE,TRUE,FALSE,4
10420600308,42,6,426,34.19,CHI,non-canonical,shrug,disalign,sub,NA,2,2,1,1,1,NA,NA,883,798,1.1065162907268171,1.2754599135695006,0.6735547886080436,TRUE,TRUE,FALSE,0.10121660315415132,0.08756462112176665,0.6225686890400608,TRUE,TRUE,FALSE,4
10420600783,42,6,426,34.19,CHI,non-canonical,shrug,negate,rf,NA,2,2,1,3,NA,NA,NA,883,798,1.1065162907268171,1.2754599135695006,0.6735547886080436,TRUE,TRUE,FALSE,0.10121660315415132,0.08756462112176665,0.6225686890400608,TRUE,TRUE,FALSE,4
10420700182,42,7,427,38.74,CHI,non-canonical,shrug,align,rf,NA,2,1,3,1,NA,NA,NA,655,603,1.086235489220564,1.425524635245515,0.8495822681678706,TRUE,TRUE,FALSE,0.08271803890806652,0.15401919385375457,0.7006273399432608,TRUE,TRUE,FALSE,2
10420700565,42,7,427,38.74,CHI,non-canonical,shrug,disinvest_0,rf,l,3,NA,NA,2,NA,NA,NA,655,603,1.086235489220564,1.425524635245515,0.8495822681678706,TRUE,TRUE,FALSE,0.08271803890806652,0.15401919385375457,0.7006273399432608,TRUE,TRUE,FALSE,2
10420800050,42,8,428,42.48,CHI,non-canonical,shrug,disalign,sub,NA,2,2,NA,1,NA,NA,NA,694,527,1.316888045540797,1.3155705697468587,0.5523594643704661,TRUE,TRUE,FALSE,0.2752714119654422,0.16317573674547856,0.5317601102691596,TRUE,TRUE,FALSE,2
10420801032,42,8,428,42.48,CHI,canonical,pug,invest,add,NA,1,NA,NA,2,NA,NA,NA,694,527,1.316888045540797,1.3155705697468587,0.5523594643704661,TRUE,TRUE,FALSE,0.2752714119654422,0.16317573674547856,0.5317601102691596,TRUE,TRUE,FALSE,2
10420901130,42,9,429,46.06,CHI,non-canonical,pug,disinvest_1,add,NA,2,2,2,1,NA,NA,NA,534,700,0.7628571428571429,1.5252076458741353,1.378267650588973,TRUE,TRUE,FALSE,-0.27068449608320977,0.0799158402284643,0.971772533281204,TRUE,TRUE,FALSE,1
10421000119,42,10,4210,49.71,CHI,non-canonical,pug,disalign,rf,NA,2,2,NA,2,NA,NA,NA,585,612,0.9558823529411765,1.2196342244446503,0.7478601883736877,TRUE,TRUE,FALSE,-0.045120435280469544,-0.10169429980060705,0.9975354355478108,TRUE,TRUE,FALSE,11
10421000219,42,10,4210,49.71,CHI,non-canonical,pug,invest,add,NA,3,NA,NA,2,NA,NA,NA,585,612,0.9558823529411765,1.2196342244446503,0.7478601883736877,TRUE,TRUE,FALSE,-0.045120435280469544,-0.10169429980060705,0.9975354355478108,TRUE,TRUE,FALSE,11
10421000220,42,10,4210,49.71,CHI,non-canonical,pug,invest,add,NA,1,NA,NA,2,NA,NA,NA,585,612,0.9558823529411765,1.2196342244446503,0.7478601883736877,TRUE,TRUE,FALSE,-0.045120435280469544,-0.10169429980060705,0.9975354355478108,TRUE,TRUE,FALSE,11
10421000233,42,10,4210,49.71,CHI,canonical,pug,invest,add,NA,9,NA,NA,2,NA,NA,NA,585,612,0.9558823529411765,1.2196342244446503,0.7478601883736877,TRUE,TRUE,FALSE,-0.045120435280469544,-0.10169429980060705,0.9975354355478108,TRUE,TRUE,FALSE,11
10421000344,42,10,4210,49.71,CHI,non-canonical,shrug,unclear,NA,NA,0,NA,NA,NA,NA,NA,NA,585,612,0.9558823529411765,1.2196342244446503,0.7478601883736877,TRUE,TRUE,FALSE,-0.045120435280469544,-0.10169429980060705,0.9975354355478108,TRUE,TRUE,FALSE,11
10421001022,42,10,4210,49.71,CHI,non-canonical,pug+beat,invest,add,NA,9,NA,NA,3,NA,NA,NA,585,612,0.9558823529411765,1.2196342244446503,0.7478601883736877,TRUE,TRUE,FALSE,-0.045120435280469544,-0.10169429980060705,0.9975354355478108,TRUE,TRUE,FALSE,11
10421001029,42,10,4210,49.71,CHI,non-canonical,pug,invest,add,NA,9,NA,NA,3,NA,NA,NA,585,612,0.9558823529411765,1.2196342244446503,0.7478601883736877,TRUE,TRUE,FALSE,-0.045120435280469544,-0.10169429980060705,0.9975354355478108,TRUE,TRUE,FALSE,11
10421001032,42,10,4210,49.71,CHI,non-canonical,pug,invest,add,NA,9,NA,NA,1,NA,NA,NA,585,612,0.9558823529411765,1.2196342244446503,0.7478601883736877,TRUE,TRUE,FALSE,-0.045120435280469544,-0.10169429980060705,0.9975354355478108,TRUE,TRUE,FALSE,11
10421200854,42,12,4212,57.45,CHI,NA,point,unclear,NA,NA,1,NA,NA,1,NA,NA,NA,607,740,0.8202702702702702,1.1625571338713587,0.8748234652163147,TRUE,TRUE,FALSE,-0.19812139513871724,-0.32886512023167336,1.3160837815838582,TRUE,TRUE,FALSE,5
10421201149,42,12,4212,57.45,CHI,non-canonical,pug,disinvest_0,rf,l,1,NA,1,2,NA,NA,NA,607,740,0.8202702702702702,1.1625571338713587,0.8748234652163147,TRUE,TRUE,FALSE,-0.19812139513871724,-0.32886512023167336,1.3160837815838582,TRUE,TRUE,FALSE,5
10421201156,42,12,4212,57.45,CHI,non-canonical,shrug,disinvest_0,rf,l,3,NA,NA,2,NA,NA,NA,607,740,0.8202702702702702,1.1625571338713587,0.8748234652163147,TRUE,TRUE,FALSE,-0.19812139513871724,-0.32886512023167336,1.3160837815838582,TRUE,TRUE,FALSE,5
10421201329,42,12,4212,57.45,CHI,NA,point,disinvest_1,rf,NA,2,1,2,3,NA,1,NA,607,740,0.8202702702702702,1.1625571338713587,0.8748234652163147,TRUE,TRUE,FALSE,-0.19812139513871724,-0.32886512023167336,1.3160837815838582,TRUE,TRUE,FALSE,5
10430500730,43,5,435,29.74,CHI,canonical,pug,disinvest_0,rf,lp,1,NA,2,1,NA,NA,NA,876,626,1.3993610223642172,2.2181029471766,1.8087829342565866,TRUE,TRUE,FALSE,0.3360157198362929,0.5467476282053516,0.7001396660048684,TRUE,TRUE,FALSE,1
